from_user,text,time,likes,hashtag
candycrush.iran,5616,2019-10-23T18:58:43.000Z,,
team_kaila,You know what @candycrushsaga I’m mad at you .. I CAN NOT pass level 435😤 and I’m not buying no boosters or extra moves🙅🏿‍♀️,2019-10-23T19:24:14.000Z,,
behrouzbarak,,2019-10-25T10:31:43.000Z,,
pnynhkhnyny,😮,2019-10-28T12:33:00.000Z,,
pnynhkhnyny,יום הולדת שמח לנסיכה שלנו הודיה יקרה מזל טוב ליום הולדתך שהתקשמו כל משאלות ליבך מאחלת לך ים של הצלחה יפיפה שלנו הצלחה בלימודים אוהבת אותך בלי סוף,2019-10-28T12:36:19.000Z,,
na.thalie2459,was ist das,2019-10-29T15:55:49.000Z,,
nanypink19,😍😍😍😍😍😍😍😍😍,2019-11-08T17:06:59.000Z,,
melquiwer_10,bello,2019-11-13T20:26:02.000Z,,
mourad_nedjoua,🇩🇿❤️,2019-10-21T18:00:25.000Z,1 like,
zohre_poorasad,👏👏🙏🙏,2019-10-21T18:40:23.000Z,2 likes,
aboyassen76,🙌,2019-10-21T21:10:10.000Z,1 like,
nildetebarni,Amei.,2019-10-21T22:28:45.000Z,,
lauravillalobosguerrero,😍👍🏻,2019-10-21T23:23:04.000Z,1 like,
hasiburrahaman323,,2019-10-22T09:01:03.000Z,1 like,
elisete.garcia.1,,2019-10-22T14:29:59.000Z,,
hetty_grunwald,Place help me 4652😢😢😢😢,2019-10-22T16:46:51.000Z,,
leaddrone78,"I now can delete candy crush. I have over 1,000 videos of candy crush cheating. I have on video, over a dozen times where i actually caught them giving me less moves than everyone else. I publicly accused them, they fixed it, but would NEVER respond any emails about it. I have proof they refused to respond to even 1 of my over 700 valid emails. Im coming for you now. I have all i need.",2019-10-23T16:02:00.000Z,,
samib427,Nice,2019-10-26T21:27:02.000Z,,
marcelo34baltazar,Kkkkkk😉,2019-10-30T19:26:17.000Z,1 like,
gaelalejandro305,Cool,2019-11-27T22:18:49.000Z,1 like,
bilal_ahaidar,💪,2019-10-20T15:02:04.000Z,1 like,
kinch_collections,I'm confused on which candy crush to download. Pls help,2019-10-20T16:06:25.000Z,,
ozturkveysi121,🔥🔥🔥5500🔥🔥🔥,2019-10-20T17:17:27.000Z,1 like,
elisete.garcia.1,,2019-10-20T20:29:21.000Z,1 like,
candycrush.iran,5577,2019-10-21T06:03:49.000Z,1 like,
alinaqvei,Love it,2019-10-21T07:06:23.000Z,1 like,
anishco,5600,2019-10-21T07:46:41.000Z,1 like,
estelle.leger.3,👏👏,2019-10-21T09:41:27.000Z,1 like,
meeraammal66,,2019-10-21T13:00:52.000Z,1 like,
camilaagimena,I need more levels please ⏰⏱⏲🕐🕛🕔🕢🕠🕓🕠🕚🕔🕡🕦🕙🕗🕡,2019-10-21T14:54:14.000Z,,
fatjonlilaeri,@candycrushsaga waiting for new levels 😴😴,2019-10-21T19:47:09.000Z,,
eriandgingerbirbs,you're welcomed!!😁,2019-10-28T01:43:30.000Z,,
rehanophobia,"@candycrushsaga please bring tournament type of things, I am on 5595 level and also please put the chart of world top player or country wise leaderboard",2019-10-19T14:21:41.000Z,1 like,
leaddrone78,"Oh my God! Got them on video cheating again. There were 22 jellies that needed hit twice, 10 of them had bombs in them. There were 8 goldfish that had to unlock and you can use. I unlocked all 8 and used all 8. That's 16 jellies that they RANDOMLY are SUPPOSED TO hit. Well all 8 of the goldfish hit all the ones without bombs twice, & NOT 1 of the bombs. The odds of that are winning the lottery while getting struck by lightning. It CANNOT HAPPEN randomly. It Just Can't. Keep it coming",2019-10-19T14:22:59.000Z,,
elisete.garcia.1,,2019-10-19T16:21:48.000Z,1 like,
tacdius,Yess,2019-10-19T16:38:58.000Z,1 like,
rossysalgueirobcn,Yes I had one but I don’t know where,2019-10-19T19:36:59.000Z,,
choi_top_.bigbang,😍😍😍❤️,2019-10-19T22:10:23.000Z,1 like,
leaddrone78,"Level 1243, on video cheating again. I hit 2 fish with 4 jellies left & they both swam away, meaning i should get 6 fish swimming back & i beat the level. NOPE! ONLY 3 CAME BACK. JUST UNFUCKING REAL. I GOT IT ON VIDEO",2019-10-20T00:40:51.000Z,,
leaddrone78,I really believe that I just caught candy crush accessing my phones camera to spy on me. This is crazy. You're going down,2019-10-20T00:41:48.000Z,,
leaddrone78,"Wow. The shit i just recorded. Wow. I have them on tape actually, literally, blatantly, without a doubt cheating",2019-10-20T01:02:37.000Z,1 like,
leaddrone78,"I went 1,100 levels in a row, without a level costing me more than 10 lives. Then I filed a complaint with the BBB, and out of the next 50 levels, 41 cost me more than 15 lives. Out of 1,100 levels, I NEVER went more than 4 levels without being able to beat at least 1level on the 1st try. Then I filed a complaint & went 52 kegels in a row that i could not beat on the 1st try. Keep it coming Candy Crush. I'll only get more money when i prove you're targeting & harassing me",2019-10-20T01:07:03.000Z,1 like,
leungszeki.leung,Level 563,2019-10-20T08:27:17.000Z,1 like,
samib427,Nice,2019-10-20T22:32:14.000Z,1 like,
ozturkveysi121,🔥🔥5353🔥🔥,2019-10-16T14:39:01.000Z,1 like,
leaddrone78,"I got them on video blatantly cheating again! I worked for 3 days to get enough points on the fantastic five contest where you & other players get prizes for getting up to 10,000 points. Well I got to the 1st prize, which Is a lollipop for getting 3,000 points, & they said congratulations & showed it, but then Never gave it to me. This game just doesn't give a sh*t. I have on video, over a thousand boosters being either blatantly stolen, or sneakily taken from me in just a few months. I personally love that they keep doing it, knowing that I'm taping them. It shows a sense of ego that jurors despise.",2019-10-16T21:46:25.000Z,1 like,
leaddrone78,"I just got them on video cheating again. I got a coconut 3 times, and all 3 times they put it in between a cherry & a black square so i couldn't use it. There were 33 spots whe i could of used it & only 1 where I couldn't, meaning the was only 3% chance it would land on that square just once. The odds of it landing in that 1 spot all the all 3 times, is the same as winning the lottery. This will just go along with the other almost 100 videos of them doing the exact same thing. Keep it coming.",2019-10-16T22:09:08.000Z,1 like,
leaddrone78,"Well a jury hears what you've done to me mentally you mother fuckers, I will post the name of every employee working for this mother fucking company & helping them steal from thr mentally disabled you pricks. I will lay down my life right this very second if someone promised me that every person who read my emails & ignored them & every board member & the CEO would be drug thru the streets & thrown in prison. I honestly would. I'm gonna get you!!",2019-10-16T22:17:32.000Z,,
behrouzbarak,,2019-10-16T22:31:32.000Z,3 likes,
paintingwithcats,Exciting! 😍🔥,2019-10-16T22:35:58.000Z,1 like,
mahbub.skincare,5600 💪💪,2019-10-17T12:54:26.000Z,,
leaddrone78,"I went 1,100 levels in a row, without a level costing me more than 10 lives. Then I filed a complaint with the BBB, and out of the next 50 levels, 41 cost me more than 15 lives. Out of 1,100 levels, I NEVER went more than 4 levels without being able to beat at least 1level on the 1st try. Then I filed a complaint & went 52 kegels in a row that i could not beat on the 1st try. Keep it coming Candy Crush. I'll only get more money when i prove you're targeting & harassing me",2019-10-20T01:07:17.000Z,,
sedrickgomex,What happened to the bubblegum troll in the latest updates?,2019-10-28T19:58:25.000Z,,
francilenecarvalho922,Gosto tanto desse jogo são anos jogando ❤️,2019-11-03T17:09:29.000Z,,
noorbassir,And guess who is gone ........sulli,2019-11-03T20:55:13.000Z,,
priscillerm2006,"Oh, no! Looks like he is up to his old tricks again! 😩",2019-11-20T02:21:17.000Z,,
leaddrone78,"EVEN I cannot believe what I just recorded on level 1229! The level of cheating on this game is unbelievable. 40 something moves I had to break 8 bricks & I couldn't do it. Needed one purple in 17 drops, & didn't drop one out of 53 candies. Yet every other color fell. In a square of 12 candies, not once in 46 drops & 136 candies, did I get 3 in a row, & chocolate blocks immediately covered it everytime. Then the randomness at the end of every level, so you can't get 3 in a row, has to be done with an illegal computer program. It's just insane how all of a sudden, immediately after I turn them into the BBB, the whole game changed for me. I alway posted proof of them giving me only 30 moved when I'm supposed to get 50, then they went & changed it. They've done that so far I know of, over a dozen times. Then i went from never losing 3 levels in a row on my fist try in the first 1,000 lives. Then immediately after BBB trailed to them, now I haven't beat 3 levels in a row in the next 200. I have it all. I'M NOT GOING AWAY! I'M YOUR PLAGUE!",2019-10-15T00:42:14.000Z,,
leaddrone78,"H MY MOTHER FU**ING GOOD. ON A NIGHTMARISH LEVEL ON MY UMPTEENTH TRY, I RELEASED A FISH WITH 4 JELLIES LEFT, AND THEY DIDN'T BREAK 1 SINGLE JELLY. I GOT IT ON VIDEO. I CANNOT FUCKING BELIEVE IT. THE THINGS THWEY ARE DOING TO ME. ON THAT SAME LIFE. OUT OF 48 MOVES, THEY WOULD NOT PUT 3 IN A ROS'E ON THE BRAKES YOU HAVE TO BREAK. NO MATTER WHAT I DO, THEY WILL NOT PUT 3 IN A ROW. THEN AFTER I FINALLY GET CLOSE TO BEATING IT BY USING MY FISH BOOSTER WHEN I NEEDED TO BREAK ONLY 4 JELLIES IN 9 MOVES, TO BEAT THE LEVEL. AND THE FISH SWIM OFF RIGHT IN FRONT OF YOU & NOT BREAK 1 JELLY. THIS HOW MUCH THEY DON'T CARE. THEY KNOW IM POSTING THESE! THEY'VE BEEN GOING & CHANGE STUFF THEY'RE CHEATING ME ON, IMMEDIATELY AFTER I POST PROOF. TO KNOW A GAME IS THAT BLATANT TO MESS WITH A MENTALLY DISABLED MAN IS CRAZY. THEY HAVE NOT ANSWERED 1 POST OF ME ACCUSING THEM. YOU PEOPLE REALLY WANT TO GIVE MONEY TO A PLACE THAT WOULD NOT ONLY ROB YOUR GRANDMOTHER BLIND, BUT MESS WITH HER HEAD AND LAUGH ABOUT IT WHILE THEY'RE DOING IT!? I'M COMING FOR YOU CANDY CRUSH THE MORE BLATANT CHEATING YOU DO, THE MORE LIKELY A LAWYER WILL TAKE MY CASE OR THE GOVERNMENT WILL FINALLY COME DOWN ON YOU! EVEN IF YOU STOP CHEATING ME NOW, I WOULD STILL CHASE YOU FOR YEARS UNTIL I CAUGHT YOU. I'M ALL IN! ARE YOU!",2019-10-15T00:56:09.000Z,,
leaddrone78,"The day after I filed a complaint with the BBB, FCC and FTC, the next 30 levels in a row that have cost me at least 15 lives. I posted picture evidence of them giving me half as the moves I'm supposed to get. Now I'm on level 1229 and they refuse to drop 3 in a row on the bricks that need destroyed. There are four rows of jellies, and then eight rows of bricks. Well so far out of 30 attempts I only managed to break three rows of bricks because 97% of the 3 in a rows on the three levels above the bricks that need broke. And now you tell me how it's a game of skill if they just will not drop anything on the bricks? This is a free game and it is illegal for a free game to make it so difficult that you have to buy things to Beat It. This is also a free game and by law it's supposed to be random what they drop. So far I have provided every government agency with hundreds of pieces of evidence that they are not doing this and breaking both of those laws. They refuse to do anything, and are allowing this company to steal Millions from the elderly and disabled every year with no repercussions. This is the Trump administration at work. I promise when this is over and a real government is back, I will still be doing this and I promise that is when you will face your trial. I will not rest until this CEO is in prison and every employee who allowed this is exposed",2019-10-15T14:14:10.000Z,,
leaddrone78,"I just got proof of Candy Crush cheating again. Level 1231. So far the last 32 levels have cost me at least 10 lives each. In this level there's a popcorn Square in the middle you have to hit 4 times to break to beat the level. Well in 8 lives & over 250 moves, I've only been able to hit it once. Even though it's right in the middle of the board. They either refuse to drop any combination to make any tyoe of booster to pop the square, & 7 times they actually made the striped candy i made appear 2 blocks over from where it was supposed to be when i made it. Now that has to be programmed to happen that way. It happened every single time i made a striped candy. I got it all on video. And they're aware Im making these videos. This is how much they don't care. Every year they rip off Millions from the elderly and the disabled this way oh, because they play the most. And every year they ignore hundreds of thousands of emails from these people complaining. You don't believe me? Check with the Better Business Bureau about how many complaints they get about Candy Crush. Go check the message boards on sites talking about them. That's all you'll see is people complaining that Candy Crush is ignoring them after they stole money from them or they're caught them cheating. So Anyone who reads this, and continues to play this game, is a coward and doesn't care about corporations openly stealing from our most vulnerable citizens. I found the Candy Crush months ago that I would take them down, and ever since I've put up messages everyday on the Better Business Bureau, the FCC and the FTC as well as every Candy Crush site that I haven't been blocked from. I continue to compile evidence every day of them cheating. The more blatant they're cheating gets and the more I keep bothering every government agency about it, one of these days someone will either get fed up with me, or agree with me and finally help me take them down. I will be accepting no apologies from this point on",2019-10-15T23:11:17.000Z,,
leaddrone78,"Oh my God, they just do not care. I finally beat level 1231 then the very next level, which is an easy level, where you're supposed to get striped candies to break chocolates that are locked oh, I didn't get one striped candy or booster in 50 moves. Not one! This is getting to the point where it's just unbelievable. I went a thousand levels without one level costing me 15 lives. I went a thousand levels without once going five levels without being able to at least be one of them on the first try. I beat the first 250 levels without losing one life. Until a month ago I never lost a single race. Now all of a sudden after I complain to the BBB gamma I've got 33 levels now without being able to beat a level on the first try. Out of the last 20 levels, 14 of them have cost me at least 15 lives. It's ridiculous. My boosters are disappearing oh, I'm getting 25 moves when I'm supposed to get 50, all this is recorded and posted. Keep it comin Candy Crush.",2019-10-15T23:46:21.000Z,,
karinycoosta,why does it take time to put more phases????? I need to play.. Level 5555 💪🏻,2019-10-16T00:28:45.000Z,1 like,
leaddrone78,"I went 1,100 levels in a row, without a level costing me more than 10 lives. Then I filed a complaint with the BBB, and out of the next 50 levels, 41 cost me more than 15 lives. Out of 1,100 levels, I NEVER went more than 4 levels without being able to beat at least 1level on the 1st try. Then I filed a complaint & went 52 levels in a row that i could not beat on the 1st try. Keep it coming Candy Crush. I'll only get more money when i prove you're targeting & harassing me",2019-10-20T01:09:15.000Z,,
1renan12,Rio de Janeiro,2019-11-03T14:33:00.000Z,1 like,
lukas_kim___,Comer mais feijoada 😂😂😂,2019-11-03T16:20:16.000Z,,
leandronw666,Quantas fases tem Candy Crush Saga?,2019-11-10T03:46:13.000Z,,
carolinejov19,"Hi Yeti, i'm level 141😁",2019-12-01T05:57:35.000Z,,
michelle_noggy,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2019-12-13T15:09:45.000Z,,
behrouzbarak,Level 5555❤️❤️❤️,2019-10-10T22:58:18.000Z,,
leaddrone78,"They're cheating me still! Level 1223. 46 moves I got absolutely nothing! Then on the very last move so I can't use them, 3 chocolate boosters, a candy wrapper & 2 striped candies all get made on their own. Then I needed 1 orange candy in 10 moves on the moving belt. They refused to drop 1. Then as soon as I gave up, 4 orange fell. Keep cheating me guys. It's Allll Being Recorded!",2019-10-11T00:05:14.000Z,1 like,
leaddrone78,"They're doing it again. The second i complained online that i keep getting nothing, I got 3 chocolate boosters in 2 moves, which theey forced me to use & which just happened to sink ALL the cherries to the bottom, where I can't move them. I never lost 5 lives on a level, in the first 1,000 games. I beat thr first 250 levels without losing a life. I never lost a regular or a champion's race in the first 1,000 levels. I won about 30 straight. I say this so you know I know how to play. Well the second i reported them for lying to the Better Business Bureau, I started losing. I went from never losing 3 leveled in a row, to from that day on, Never winning 3 levels in a row again. From that day on I lost every regular race & champions race. And i lost more times in the next 10 levels, than I did in the first thousand levels. I have proof of all of this. I caught them manipulating my game so I had less moves than everyone else. I posted those pics on here yesterday. When I did, within minutes you went & changed it in my game. I have proof of over a dozen other times you've done it so far. You Can't Stop Me! Everything That Has Been Done So Far, Had To Be Done To Get Us Here! I'm Coming Very Soon. No Apologies Will Be Accepted! No Forgiveness Will Be Given!",2019-10-11T00:16:27.000Z,1 like,
leaddrone78,"Still on level 1223, they're cheating me like they don't give a fuck. Ihad 42 moves to make 1 single up & down striped candy, but couldn't make a single 1. Yet the game made 13 horizontal striped candies on its own. Not one vertical. Hmmm.. But i had a nice chat with the FTC today, and they will soon. In the 1st 1,000 levels, 2 cost me more than 10 lives. And then after I turned them into the BBB, 11 of the last 20 levels cost me 10 lives. From .2% to 55% overnight?! Hmmmm🤔🤔🤣😂🤣. Keep the chearing videos coming.",2019-10-12T00:07:32.000Z,1 like,
leaddrone78,"Okay here's more proof Candy Crush is cheating. At the beginning with the daily booster spin, it's a one-in-eight chance that you'll hit the jackpot. Which is about an 8% chance, or 1 in 8 times you spin, you'll hit it. Well I've spun over 500 times & I've never hit it. And along this journey I've spoken with hundreds of other people who have spun thousands of times among themselves, and none of them have ever hit it. So right there in a court of law you could prove they're cheating. I mean math does not lie! I'm going to get them. I told them my life's dedicated to it now, & I've been working hours a day on this for almost 4 months, and I'm getting close to beginning the process!",2019-10-12T14:02:34.000Z,1 like,
